cpu_load,memory_load,disk_load
0.3141936179124442,0.07415490602287945,0.7787011226030699
0.5513320076690327,0.6543006471759433,0.6354113849613305
0.38470098930405267,0.456669748915846,0.8038768456127598
0.35797855974471804,0.5376176239570598,0.8187458393412489
0.5820052950954321,0.602226124753567,0.1668170035712011
0.8629008140921917,0.030696372763029466,0.7795198134695117
0.09695042901469554,0.6061106221359684,0.4741346330995368
0.3843667539613966,0.5886646460890073,0.7527143872711567
0.597041240061204,0.2685469272274002,0.7848011666679223
0.33925316518413645,0.3773795021136046,0.32338864442023585
0.8999198260719038,0.23774805239490288,0.9300461574943938
0.851886968810844,0.25179784960673357,0.5920674666178222
0.05244032739209121,0.7394257180238772,0.4302142319819256
0.09781558551020997,0.9664006696964683,0.26806290452879256
0.6536463404310084,0.9082598624937507,0.6402443113373915
0.7977104668415408,0.19503219602574073,0.4499048553312366
0.2531256376518112,0.9719637322577737,0.4225890495424869
0.5537183480591925,0.662926641604312,0.00591472539054183
0.34028302982764363,0.13402589241387022,0.5114213007600524
0.8527235915552089,0.5695620893689846,0.851518269787166
0.528989759508975,0.25531347240145136,0.16067080961000108
0.1448272091438813,0.10987088806466826,0.08283921049299905
0.25941162647221594,0.5836331719204584,0.9026398113318574
0.6422125124343089,0.5127852187954671,0.8078023789774347
0.35175365520933544,0.9983054677715786,0.22674147086080948
0.09135431668833713,0.435200550647775,0.615745246329593
0.20096601916334728,0.09794512537178976,0.2662049340541745
0.15815126042610603,0.8641947362852661,0.08123345083881782
0.35831713869106807,0.747742598145697,0.6094010224880838
0.5938527443770247,0.2827701274462471,0.512480503925621
0.9017037042679086,0.1830166519400712,0.7195799107763976
0.6432986066296612,0.8742794312021724,0.07439316291585024
0.23172838936735762,0.9671977506876258,0.39609279019371896
0.8382808738017643,0.18707443966310183,0.06105718018156335
0.19482374382999842,0.5257180380909361,0.6739910076973514
0.36512996730624275,0.1939446478164928,0.20228253841049776
0.377396974394812,0.4994367832517986,0.026852788394518216
0.8685998736800378,0.44196662728738123,0.4171860312850182
0.7402423577130876,0.7322559614002659,0.13639321066657506
0.05746219885293041,0.5876754573646037,0.10725099411978642
0.7516854908163442,0.18833131408130102,0.83814434833641
0.38388507560355006,0.016025037758533034,0.9379477057685798
0.7505979940085814,0.46040427835761044,0.2773552830521803
0.4717389084821057,0.2008251872253672,0.7346224336303415
0.48304082837571627,0.3697123682178672,0.9996674877253847
0.6521988407321947,0.16644468702986523,0.3711137282915373
0.3506536518201904,0.0354663940632284,0.8891246748274065
0.7281858306757863,0.20689835280544688,0.9641708686188124
0.20894025804065186,0.16484193522404253,0.10181119077286846
0.26012046856565374,0.5033150137976066,0.11723907870799445
0.9734355990357763,0.37974254435757276,0.7068688488270211
0.5297911710075589,0.8371322208575418,0.3464320117531474
0.5065356205558642,0.8688018438448823,0.42165662126311365
0.40410514736352854,0.4243808433195585,0.24401081795540497
0.6463995627214304,0.7123943665945408,0.7103140345291186
0.29767373135334807,0.5635820574916122,0.6794941493622572
0.2141341885204657,0.43423486967436437,0.9243231101608993
0.9360558819156491,0.9203850657879227,0.5354987417289117
0.0018342700205346875,0.514644139697928,0.07673313984470678
0.0888800277867248,0.6182982557466258,0.21641297320134215
0.42666889820935655,0.1866304029082324,0.6125857239880208
0.5967185242595964,0.40298435075110206,0.6381841023441138
0.7827331540131229,0.7057514301754636,0.7257572436080959
0.3348303615659379,0.05514472439737309,0.11679168986970553
0.6676762126383032,0.7313947536256307,0.3834527619275381
0.3935759122102156,0.7629319494685115,0.8569636680113464
0.8842514359190662,0.6210876134345059,0.433187602587005
0.5912486908633698,0.515005777075016,0.2867901929890923
0.08754483662291049,0.945369757670757,0.6638591243465104
0.33099436307862584,0.011521413045759304,0.07592332388122207
0.09725547572123555,0.7473114871715215,0.2877239126137262
0.2770349628492677,0.8384427729565859,0.167435347574258
0.15016902375893365,0.9776101994125942,0.09556365170918471
0.5365796757126733,0.5680044280531317,0.5466989885126993
0.8115333383708561,0.30631780668154895,0.6223947279340653
0.8921689804834997,0.630281294008818,0.3862257350644104
0.3532860231305323,0.8349503109725304,0.813639788019117
0.22117337645089918,0.4130808895657057,0.003280801610608396
0.14541867729822375,0.033042547871440515,0.8940413827214336
0.159694746933482,0.2588797849356626,0.7431370768397441
0.9715892644393158,0.4191230140315713,0.8213765200774374
0.6534531743416703,0.6573885015955314,0.23227669206256918
0.6582292317478473,0.984484077253978,0.4348599874733774
0.25533125100590087,0.7354049877631788,0.02548771194867438
0.25076193795206086,0.31412600360937454,0.6202160437488987
0.04995380732287748,0.714646835632344,0.8574612984586891
0.390650523838129,0.3758992270721732,0.6390455628993577
0.8189831064684597,0.09041933368560749,0.5821473011639876
0.9374693312210479,0.8722639508559774,0.07757580869691211
0.43502533896303675,0.23156042284612777,0.3072672108103742
0.03770269690910936,0.9301234188538591,0.9868132043557831
0.8590012003757337,0.19982550044742828,0.6179083758077377
0.552770959667748,0.401258965473672,0.4695409394099137
0.46926166910916495,0.49386366715132957,0.5620881318314231
0.4342800109262496,0.16838491968421057,0.3205610544121592
0.4961231180267507,0.7530830625294344,0.7938732779333659
0.09806840796614484,0.10609710806037968,0.8982993287285181
0.8076832777342025,0.7283195396075687,0.5245630720354936
0.8091414954740931,0.9767050847874336,0.40005681395830295
0.8624392514930981,0.6027292452106664,0.865420730056541
0.883543692025026,0.8451819516558219,0.6144652305514695
0.740923521088123,0.9093588170446318,0.4213296080870141
0.32625940861082825,0.13834412143469563,0.023119312886924672
0.16364300740595775,0.3101423411691583,0.4083569385311352
0.917100975549549,0.3579038246657336,0.5614904010747276
0.6739829096781532,0.7062720994712097,0.4669560927861158
0.6968339256912912,0.6376843618245339,0.690559233339036
0.3478976869805633,0.08434428001429307,0.15324916321961343
0.4035276334482859,0.5243143544981028,0.6041854097316205
0.24394106177002556,0.936682996648471,0.9092682925549388
0.8358667925148288,0.6113531785948215,0.11598427339939875
0.14841356230202643,0.6976490783903059,0.15489332036192807
0.33547813294599577,0.22511158916938598,0.986040824286917
0.2518836294726936,0.8735549124898321,0.7467530434704106
0.6650999884676845,0.27190232210975684,0.07013041833540597
0.12334345775663477,0.0057673064637403645,0.582711453467099
0.1302048274611305,0.416980201841501,0.6940645277240792
0.9506299413337862,0.4235573672445619,0.5883063562340791
0.13410927194383446,0.8985537660980139,0.5068297309728116
0.3157046483876539,0.09709358679512368,0.0020008805624740092
0.10067205900967936,0.4154791605642897,0.6185138320079996
0.9338783205422845,0.11994510113835875,0.997357914936341
0.20534162290194294,0.7820337264802485,0.6594360816500863
0.7523740196680728,0.2621501122587503,0.10464356668275195
0.7000583421673496,0.3148659650984672,0.7958372560088838
0.704702196974438,0.2842123240667419,0.46185887953849747
0.3336709565638076,0.1745555176396852,0.9003793845486854
0.16740640321139746,0.8433003491408989,0.6421101888623114
0.43712916309102706,0.41632173970132524,0.24067175586750209
0.5734074298667223,0.39921156919802114,0.5731143918143234
0.44166958105985743,0.7171875756206525,0.5865538037237503
0.08244364635411337,0.4705707950317254,0.07514863866683953
0.4741799078852145,0.2292797609283041,0.5716705444370364
0.7591139826056865,0.36527781732446163,0.4453849116699352
0.38032228615655805,0.028440774809607536,0.7862637202532233
0.545127648345507,0.21429076116201232,0.3546287999811783
0.4912405505963259,0.3603362990504291,0.054171990386206625
0.9109776731528557,0.09541091480615507,0.16464667130959884
0.6717758496006461,0.17262126047282017,0.08718372972083104
0.27149095836666143,0.7770095738746812,0.5942007614662614
0.6370530040426768,0.008134992996530458,0.3560003013801893
0.9594887216033641,0.6700530574595173,0.4383890006811067
0.3777731007613866,0.8859008918637273,0.36242174583432724
0.6626707629999055,0.708594437671806,0.7812240873601856
0.005339799378772494,0.9793808621253958,0.18040040137014252
0.8329632216750442,0.1577478645550002,0.10382824041856988
0.22048416293435585,0.9745968844968055,0.4646187083896416
0.30484298413228705,0.4365244039405959,0.4443558508260379
0.43392327335357916,0.6990945751218529,0.5265343551199497
0.4759183308704998,0.20857304760218287,0.8826454443892446
0.5816108908265474,0.6244323195893245,0.509332238096894
0.4867579608476979,0.5605983626217889,0.01655683054441131
0.9425703711441253,0.12000740795485478,0.934582400163504
0.1606880884739034,0.5403370116809322,0.8379358427762613
0.5276631733998373,0.4876719519745552,0.27294371672146045
0.004976847228208516,0.6358928332387934,0.15775524867252622
0.417026525018753,0.590273554885664,0.4945518179594914
0.8886034365498973,0.46834456059166363,0.37241923627843676
0.18529497922293828,0.3969122041697623,0.24195975615446982
0.49745190220035795,0.8921226509896549,0.7878278943810426
0.16108119973205273,0.1516178035826765,0.053352895488742634
